learner,anchors,openmlid,slopes,is_nonmonotonic64,is_nonmonotonic256,is_nonmonotonic
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",31,"[0.0003479926076956667, 0.0005051244893730326, 0.002292874491037849, 0.0034308950780264987, 0.0019425800043183295, 0.0015592645576431394, 0.0013496926875723615, 7.502231586362772e-06, -0.00023170516162240396, -0.00022470642276987973, 0.000846448277772921, 0.0005454425168411244]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 121]",61,"[0.004570691660981067, -0.0018542446206449756, -0.0006926955024701488, 0.0005587755156942463, -0.0018559823405149755, -0.00043340569476569624]",FALSE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 40]",346,"[0.0029964962602144016, 0.0017507022570175685, -0.00014494524319552053, -0.0003809798451459137]",,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[0.004334596599172943, -0.00016984823722032832, -0.004571374357751581, -0.007082918026405704, -0.006600938452182895, -0.0015220096082180835, -8.859020252095718e-05, 0.0003234873006242086]",FALSE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[0.0004590043132692245, 0.0018305971253450878, 0.00434262895538404, 0.006040930373939494, 0.0029778308920914097, 0.0022852791905149422, 0.0005224359010368216, 0.00040254993436187583, 0.0003265947539957134, 0.00016392572821309116, 2.465813498459318e-06, 7.177597118739133e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",723,"[0.0004717155056434082, 0.002359134184224182, 0.005841757576125947, 0.005397895384642593, 0.003299540358417569, 0.0016530544409299938, 0.00040541129994661816, 0.000667639497045238, 0.0003990294680855554, 0.00015924577312903524, 0.00032686866338541454, 1.2403990402800173e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",740,"[0.01273180234371662, 0.011897524098157267, 0.004358368340046864, 0.0013951872959564234, 0.001415100716321012, 0.00015074673851681367, 0.0006823578924100429, -0.00016249162898759236, 9.53395749773267e-05, -0.00029357014968167254, -0.00012742635980782227, -6.953317827025513e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",741,"[0.0003866503780761875, 0.00018592675969184336, 0.002236606523979751, -0.0004794798667795348, -2.1361942431959252e-05, -8.373492378141198e-05, 0.000128901649453979, -0.0006243043923701095, -1.485934758557433e-05, -0.00031256020033750394, 1.7340424580147617e-05, 0.00010577582378204466]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",743,"[0.01293840300468799, 0.006272719346486787, 0.0031162477367517294, 0.00048570589357146575, 0.0008248911846097804, 0.001006458831796666, -0.00014915561571474928, 0.0001357432265496192, -0.00018716240842350345, -0.00013793274208941683, -2.4046427137632935e-05, 0.0004571481803112805]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",751,"[0.013166181018725189, 0.008474384651854208, 0.004935084942755751, 0.0018607773962605193, -0.0002537750569193161, 0.0006910192323175835, 0.0007786523728774662, -0.0001349736438375431, 0.00017027817840339514, 0.0007171258886278955, 0.0002957065466025577, -2.4763507708160886e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",799,"[0.006792230026226666, 0.0038951799950393035, 0.0008109524977806489, 0.0013311483393644646, 0.001076105691815287, -0.000397884767400594, 0.0003469426850384028, -0.0005718040098911933, 0.0002756670796933829, 0.0001487496944140266, -0.0002568461705869208, -8.570435463672791e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",806,"[0.0, 1.5741833923652088e-05, 3.840491101774275e-05, 0.00024079692802098058, 0.0005353611857956277, 0.0033286348427261775, 0.0021201126667546723, 0.000897319676258182, 0.00026914794658328465, 0.000383245742997363, -9.757678635682968e-05, -0.0001064799843901988]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",813,"[0.009655906497412074, 0.007008329896174508, 0.003903017466337094, -0.0002593737137562763, 0.001484435886181576, -0.00012292717495636908, 0.0006646402972517943, 0.0011041823244158369, -0.0001396772103073053, -0.0006806969346433249, -0.0002214024352498597, 2.214052980311409e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",845,"[0.002104275478572136, 0.004135542512290305, 0.002973840164242852, 0.0019884170510846076, 0.0018922032468476615, 0.001066254214945832, -0.0002965045720532079, 4.2826320389398405e-06, 9.802281534171609e-05, -0.00034188202600036517, -7.571194609080038e-05, 3.998371328460206e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",849,"[5.340541811130043e-05, 0.00029337553048501715, 0.00031873115939470636, 0.0010321339030610241, 0.002538707910087285, 0.0021940274108082393, 0.0009521706066101722, 0.0004714022791100661, 0.00038306446951479506, 0.00026951916826107686, -0.00014464697595674485, -7.572406547694029e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",866,"[3.463203463203464e-05, 1.6926614055800626e-05, 4.358924498297324e-05, 0.00018047501981834676, 0.0009553028871922722, 0.0025820200644691756, 0.0018915515604949246, 0.0014858588414574183, 0.000818439281512765, 0.00029872314288545887, 0.0002857486957092548, 0.0001933104695280402]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 939]",897,"[-0.0030908111117648675, -0.002923827964477478, -0.0014887959472527138, -0.0037126095863324183, -0.0012648710309157607, 0.0006869255910519805, 0.0005702757188503837, 0.0003584269094947982, 0.0010927447987028706, 0.00018025299011385136, 0.0005772585513749941, -0.002192995144622942]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",903,"[0.00019058539803881413, 0.000866725010914011, 0.0034177430980305286, 0.003769768317184376, 0.0030016437514792547, 0.002355772236913817, 0.0011980950921053638, 0.00018517111695686816, 0.00053328458690615, 0.00023478607657192, -0.00026451195910237054, -0.0001600806001542674]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",904,"[0.0, -1.833460656990069e-05, 2.3364023364023364e-05, 0.00012203391324676485, 8.73268716897503e-05, 0.0004037406066762495, 0.0011993841956655115, 0.00047198757461719946, 0.0003299146397755878, 8.366579518480336e-05, 9.430165583596484e-05, -3.5691741418068236e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",910,"[0.009642747699642457, 0.010318552094487472, 0.005606684884079891, 0.002672316923168644, 0.0015254877116728344, 0.0004223223099888721, 0.000380011866066073, 0.00019540148024541103, -0.00013031836365068209, -0.00031518700092954895, -7.546532742856905e-05, -6.520485091062196e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",912,"[0.010511772897408131, 0.004602427841729871, 0.002031078586957783, 0.0014045346482600243, 0.00023215150023646065, 0.0003141141784222317, 0.0009503894649980304, -0.00020584572816613307, -0.0010720620627183875, -0.0011052314942708835, -7.437990071721342e-05, 0.0006601371850829724]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",913,"[0.007659341588063042, 0.008891876057400933, 0.005902522509178337, 0.003616083352985032, 0.0011238100212436302, 0.0009419373047680126, 0.001050609556628604, -3.2296941301602504e-05, 0.0003101162819847042, 8.314134659744829e-05, 0.00010191690349679445, -6.031036725081683e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",917,"[0.00017481185481185474, 0.0016083647579918326, 0.0035419513912958913, 0.005486344504634522, 0.003767751146062374, 0.002069609731390852, 0.000666138655686286, 0.00025470392975033575, 0.0005368523998151886, 3.6512884866744654e-05, -0.00010306458802149687, -0.00032412142151868695]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 100]",1450,"[0.0007750511358304609, -0.001319023131069986, -0.0014561144666903408, -0.00017230886323959263, 0.0007836688803868624, 0.0006869718478241339]",TRUE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 85]",1465,"[0.01566729966566675, 0.014898671386933767, 0.008970743637065313, 0.003911909166906643, 0.0023204850042102994, 0.0009095071530588006]",TRUE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 170]",1499,"[-5.029099189834663e-05, -0.003642942304906269, -0.004085431131256017, -0.003331933550224573, -0.0018590150306968245, 0.0009240261888891008, -0.0008037647059573344, -0.00014875091738758613]",FALSE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 981]",1566,"[0.0019340213984850216, 0.001984430504001362, 0.0009244350886963046, -1.0079251321989983e-05, 0.0010154092713850406, -2.1176248160266128e-07, -0.0008973308030401862, -0.0009215454882284722, -0.0014330197262808692, 0.0009829658392638916, -6.475000325029505e-06, 0.0014643252950948288]",FALSE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 558]",40981,"[0.009928142138080793, 0.0013912770457426586, 0.0008900035566440045, 0.0008949722595626078, -4.2883793344727224e-07, 7.79820852001095e-05, 0.0009766157311900043, -0.00024369460682271868, -0.0005311211934211547, -0.000273556249894126, 0.00032054643466238655, 0.001524039537359966]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 505]",11,"[0.0030240931706235984, 0.002549362189926149, 0.0019928191459682955, 0.0005367406698251622, -0.00027455724848800484, -0.0005929700586979621, 0.0004502215487062381, 2.4669963231345242e-06, 0.00015805900356136515, -8.632634760756003e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]",18,"[0.001818438837756814, 0.005666008646682077, 0.003110690188471088, 0.001700625769307023, 0.0008290673146502803, -3.0512734105479725e-05, -0.00010612026712682365, -0.00019451474490692387, 9.173155626184954e-05, 7.384999776161626e-06, -0.00012810626424456206, 0.00012368952882518976, 1.5792207792207805e-05, 0.00014039097744360918]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1399]",21,"[-0.008543108949228455, 0.00019577218830985215, 0.0010442864790469917, 0.0012681482404628924, 0.000746788675875497, -6.081992385318331e-05, -4.017726782623146e-05, 0.00024266366376825136, 5.404567397908695e-05, 5.054893247798105e-05, -3.372575864961955e-05, -2.936190870764414e-05, -6.181818181818183e-06, 4.132330827067674e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 684]",54,"[-0.005513648595695959, -4.447611018637651e-05, 0.001980947139068581, 0.0023111803822298844, 0.0014397329336781138, 0.0013048212725822398, 0.00041882325076454224, 0.0003506345762246062, 0.00020383800573514497, -6.182964172161219e-05, -3.152301168828634e-05, -1.2283734101750373e-06]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 125]",55,"[-0.004295729205859075, -0.00010059217444241219, 0.0011951073421070661, 0.002601042699109696, 0.0013721146317097574, 0.00043005033160911725]",TRUE,,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 121]",61,"[0.0004556042101789286, 0.0003194540286273632, 0.0004060212752304509, 0.00011910646260835181, 2.645919468754702e-06, 0.00014386335223847432]",TRUE,,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1201]",181,"[0.004664598963010977, 0.005971465174237394, 0.004271021889277684, 0.0027525048175807004, 0.002641252612375229, 0.0014603287080928878, 0.0010972903367099881, 5.375703523327465e-05, -6.479861411429746e-06, -0.00023292373269942466, 1.5311613692954107e-05, -6.510756753381055e-05, -9.838961038961046e-05, -3.218045112781959e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1085]",185,"[-0.00017316017316017308, 1.5741833923652088e-05, 0.0002245896235985586, 0.0005321646867595253, 0.0003580216778979032, 0.00015593001026440148, 0.00031802924125405856, 0.00017945037862615652, 2.8622864862906326e-05, 2.7832506834453825e-05, -3.7632974336185336e-05, -1.2094006748616997e-05, -3.142857142857068e-05, -1.4045112781955103e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 40]",346,"[0.006225308239386168, 0.00955825962508846, 0.005833012657338377, 0.005833012657338377]",,,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 48]",380,"[0.007201561220258743, 0.00167596897087535, -0.0002436051103263469, -0.0002088327966831666]",,,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[-0.00015337043908472475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",FALSE,,FALSE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",679,"[0.014909643865615283, 0.0037964808417044506, 0.0021789006663488868, -0.00039975712683742765, 6.839572907661783e-05, 0.0007812083300235852, 0.0005792478295356197, -0.00012449537294830792, 0.00015169603603081, -6.199668891918293e-05, 1.0356158502280806e-05, 8.626251025827289e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[-0.0144399205080686, -0.004723178861876043, 0.003232829280400945, 0.0053174880948994715, 0.002412986804244876, 0.0013866485674686013, 0.0006437138831070058, 0.0001900047935596311, 0.0005337249718635219, 7.712109988544621e-05, 7.175961002396171e-06, 8.745123258720721e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",723,"[-0.01446005361708994, -0.005943553665733692, 0.004188414972912331, 0.004559159795520699, 0.002444074383215204, 0.0018786883176130683, 0.0003454353132845775, 0.0001842699158889315, 0.00033293723727964445, 7.626431981891721e-05, 0.0002096700934949066, 0.00010486982461712558]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 3281]",728,"[0.0016126153925720033, 0.00021356113811957448, 0.00044504862484225587, -0.00019906879290668638, 0.0004225695271993696, -0.0002324288794205776, -0.00016091583112550867, -0.0001526608496616494, -0.00015102227878163114, 9.66084415882389e-05, 6.775562825802009e-06, -3.3380100163701236e-05, 2.4571428571428592e-05, 7.688311688311762e-06, -3.0129870129870866e-06, -4.141353383458655e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2516]",737,"[0.005767778094864677, 0.0030168407419567038, 0.001013578977180887, 0.0004110854587515185, 6.530933410318949e-05, 0.0003310886972212001, 0.0002750120942778142, -0.0003390847535456511, -0.00011633502465240634, 8.373066732903497e-05, -4.4260027138538236e-05, 5.998684177046962e-05, -2.5402597402597424e-05, 4.576623376623381e-05, 3.376623376623379e-06, -1.633082706766919e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",740,"[0.005998870839140683, 0.010162726006790105, 0.004423563607193236, 0.0008230332394336076, 0.0007921055780403465, 0.0006322918537285583, 0.00024643957852553975, 0.00044129844432220887, 5.7565275010694144e-05, 9.744836460798587e-05, 7.559293060487666e-05, -2.1834330660000243e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",741,"[0.006403221523280679, 0.003811928007914408, 0.0018455533458397414, 0.000218223609841487, 0.0008242233282793175, -0.000536492070964859, 0.00010257657820554295, 0.0003963962645973701, 9.284185304551723e-05, -0.00012751435818734148, -2.2018507568514255e-05, -4.329385109929114e-06]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",743,"[0.0111636398599692, 0.004936860335470743, 0.0017494790764420456, 0.0011940880517055464, 0.0008946347413779628, 0.001147611861175888, 0.00043901796889691836, 0.00048593757943530587, 0.0001471966411439899, -0.00010403050339070203, 9.08605718719869e-05, -2.7774048502720983e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",751,"[0.005686515152497987, 0.007571396086645521, 0.004776484055455304, 0.002640634398520947, 0.0003373567892784213, 0.00036179864273091404, 0.0005647326608285232, 8.155533976755934e-05, 0.00023373056082757898, 6.7430374503703e-05, 0.00021847821566000434, 1.3943079992508154e-07]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1764]",772,"[0.008941583504352854, 0.0027415023931588183, 0.0017836117946991809, 0.0020071161228873654, 0.0006536130459549117, 0.0005080796048115866, 0.0005597292270576837, 0.00013364464533662405, 0.0001486274773930256, 0.00010523415379338397, 2.0212094477000708e-05, 4.894321220351399e-05, 0.00010898701298701263, 0.00018583458646616495]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",799,"[0.005099228984807055, 0.0020877488823405703, -6.421813184902821e-05, 0.0007043036055988014, 9.250530754001788e-05, -0.00022974273488420412, 0.0002433753011879279, -9.562242273274039e-05, 0.00011542920322950111, -5.2135986166815596e-05, -4.3324764410474515e-05, -1.8957230269279933e-05]",FALSE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",813,"[0.009459696497591442, 0.006535257873294944, 0.0033000060185080864, 0.0004743657554221607, 0.0007233022659451619, 0.0006356224516205751, 0.0004698703049007177, 0.00019815654275773286, -1.624876722759318e-05, -1.503613903743073e-05, -1.0929913637014073e-05, 1.6006952119085927e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",845,"[-0.0005239034728343214, 0.0038391381545384517, 0.00208282238879345, 0.0007117455951593626, 0.0008851380072326027, 0.0007122318151100063, 0.0003672857209815512, 0.00032282759494310723, 0.0001304155556261119, -7.81834386444462e-05, 1.5105748204037583e-06, -4.065104327851884e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",849,"[-0.016127287210189627, -0.007054058396817981, 0.001022076834152874, 0.0016695762246403947, 0.0013595031266736876, 0.001750512113547132, 0.00014013845696912486, 0.000519858296882972, 5.309530432309837e-05, 5.8943884963045344e-05, 7.650106061903485e-06, 6.428126197990095e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 3116]",871,"[0.013824511684475148, 0.004199894080649184, 0.003489943276333894, 0.0019480569130198887, 0.0002856090509351363, 0.00028991484805918717, 0.0005665444193032224, 1.2894008778635691e-05, -0.00014123296692506866, 0.00012051434104163721, 0.00016442218354044527, -0.00010704251445609477, -5.958441558441563e-05, -1.8493506493506496e-05, 1.4285714285714321e-05, 6.288721804511285e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",903,"[-0.012186843214173732, -0.00537221891442663, 0.003251813920544796, 0.003974811000072371, 0.0018730554718453215, 0.0015335274820810145, 0.0006981076607570631, 0.00019566811644330744, 0.00037858083332597186, 0.00026646802223192844, 0.00014138227545041783, 8.23357708779459e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",910,"[0.0019171337053895568, 0.00790823096752629, 0.003934032537726575, 0.0029012740890887695, 0.0013023978385540951, 0.00045636655029206803, 0.0002520831230551562, 3.1333432654922597e-05, 0.00032497953916963334, 2.81675822317949e-05, 3.254481233137137e-05, 1.799084249295764e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",912,"[0.009213001528053282, 0.003812282529297677, 0.00047942294415949106, -0.00011608275697868036, 0.001135690198658542, 8.873922395040601e-05, 0.0007535406785863863, -0.00010331169532410901, 0.0001186950176402036, 1.6341177008977473e-06, 2.9864899593589908e-05, -2.32864386762563e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",913,"[0.003148804460830585, 0.008348120412836295, 0.004217180095276089, 0.002235691258270011, 0.001329181108987055, 0.0010827528784081494, 0.0004996811141467456, -0.00011163168324431386, 0.0002729084441736069, 0.00011989353769831239, -5.854267191460106e-05, 1.0007180067798001e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]",914,"[0.0017813106779311172, 0.0020741563567891193, 0.0014786615830880499, 4.0449576495952755e-06, 0.00034318197851961643, 8.499866358189629e-05, -0.0005817591324198213, 7.430547099509094e-05, 0.0001215461424593921, -0.00019124584595914222, -5.475900810893858e-07, -8.549040440227115e-05, 4.4779220779220805e-05, -5.6842105263158e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",917,"[-0.014659934730619882, -0.006919747513924197, 0.0034175599090546633, 0.00430274889206016, 0.0024977814099552535, 0.0013581680941045593, 0.0007682392971737509, 0.0004651194128700895, 0.00027788619638115366, 0.00016013636613255978, -2.8628536250570093e-05, 4.940886823294699e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1085]",966,"[-0.00022016079158936302, 3.0352223534041693e-05, 8.593099632815791e-05, 0.00034142342965750016, 0.00027383622494052856, 0.000652980434588352, 0.0002088428547457382, -2.4581142270245156e-05, 4.361949265404712e-05, 4.781124915483953e-07, 3.8810400550046865e-06, 2.4376735068928318e-05, -3.6103896103896134e-05, -6.6165413533834676e-06]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1399]",991,"[-0.009002896219158216, 0.0009004518873720579, 0.0008604067973372544, 0.0009832093090764204, 0.00022877919590609321, 0.00033174384674335426, -0.00010886576027125786, -7.041864386383306e-05, 7.264984812778018e-05, 8.795048348413785e-06, 2.2877753444983193e-05, 4.021807648829832e-05, -6.348051948051954e-05, -2.1353383458646637e-06]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 156]",1448,"[-0.0030465157487437663, -0.0009693174377108837, -0.00010422154636147341, 0.0008284351157880324, 0.0015679348728145593, 0.0010555745877990244, 0.0007003262042518552, 0.0007545329561382348]",TRUE,,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 100]",1450,"[-0.006907389990941043, -0.0023509147174423308, -4.95888748756153e-05, 0.0018133831735902518, 0.002588168024721488, 0.0011148173699190005]",TRUE,,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 85]",1465,"[-0.007376138707339809, 0.012630664366284136, 0.01088893691613386, 0.004992702212952083, 0.002540781329168706, 0.0017586961581308844]",TRUE,,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 157]",1488,"[-0.0019808329637383553, 0.00011016706024562978, 0.0023146811065959598, 0.002487533236859461, 0.0011962304322371937, 0.00011067066641342817, 0.00026364145197418085, 6.59711514699893e-05]",TRUE,,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 4376]",1489,"[0.007332005567226261, 0.005360453848188859, 0.0016265462168565988, 0.0015079224632756861, 0.00035028873182928465, 0.00018763506283309077, 3.240964651682118e-05, 9.249170765571166e-05, 1.0887405468649256e-05, -4.4065914703180846e-05, 8.426729202191591e-05, 4.43011915201022e-05, -5.283116883116886e-05, 0.00013215584415584422, 6.877922077922083e-05, -1.4129870129870139e-05, -1.1948051948052016e-06, 5.076691729323312e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 170]",1499,"[0.000292557132308685, 0.0010274503476412522, 0.0005348942719886833, 0.00011282467602751392, 0.00060594547601737, 1.0295547477216206e-05, 1.9910119782062264e-05, -2.2922697636193462e-05]",TRUE,,TRUE
